Age,Flight Distance,Ease of Online booking,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Gender,Customer Type,Type of Travel,satisfaction
35,584,3,5,5,1,4,0,0,1,1
33,163,3,1,4,4,4,1,0,1,1
18,391,1,2,2,5,5,0,0,1,1
23,1065,2,2,2,5,4,1,0,0,0
63,163,2,5,4,4,3,1,0,1,1
11,814,3,4,4,4,4,0,0,0,0
9,1005,2,4,4,4,1,0,1,1,0
52,2139,2,5,4,4,3,1,0,1,1
43,451,1,2,5,5,4,1,0,1,1
53,2349,3,4,3,3,1,0,0,1,0
48,247,5,4,3,3,4,0,0,0,1
39,414,4,4,4,4,4,1,0,1,1
45,3343,5,4,4,4,3,1,0,1,1
29,683,2,4,4,3,4,0,0,0,0
35,669,2,2,2,4,5,0,0,0,0
20,2454,5,3,3,3,2,0,1,1,0
49,2778,2,4,5,5,5,0,0,1,1
14,846,2,1,3,3,4,1,0,1,0
52,2794,0,5,5,5,5,1,0,1,1
60,2131,5,5,5,5,3,0,0,1,1
31,1956,2,1,1,3,3,1,0,1,0
34,419,2,3,3,2,1,0,0,1,0
44,1055,1,5,5,5,5,0,0,1,1
60,3570,5,5,5,5,4,0,0,1,1
34,429,2,4,4,5,2,1,0,0,0
60,332,1,3,3,4,4,0,0,0,0
32,763,3,2,2,4,4,0,0,0,0
25,1727,2,1,1,2,4,1,0,0,0
43,1870,0,4,3,3,5,1,0,1,1
57,3131,1,5,5,5,3,1,0,1,1
36,1739,4,3,3,3,3,0,0,1,0
34,1065,2,4,4,4,3,0,0,0,0
44,1846,4,4,5,5,4,0,0,1,1
22,1149,0,4,4,2,2,1,1,1,0
10,929,3,5,5,5,5,1,0,0,0
61,259,3,5,5,4,2,1,1,1,0
56,1750,3,4,4,4,5,0,0,1,1
22,844,4,1,5,5,4,0,1,1,1
53,2105,2,2,5,5,2,0,0,0,0
40,590,3,4,4,4,4,0,0,0,0
34,3803,5,4,5,4,4,1,0,1,1
36,1814,2,2,2,3,5,1,0,0,0
52,3841,5,4,5,5,3,1,0,1,1
29,1399,4,5,5,1,1,1,0,1,1
29,341,4,1,1,1,5,0,1,1,1
31,896,4,2,2,3,4,1,0,0,1
27,2677,2,5,5,4,5,0,0,1,1
55,3860,5,2,4,4,1,1,0,1,1
43,86,2,4,1,3,5,1,0,0,0
27,3325,4,4,4,3,2,0,0,1,1
41,247,1,4,5,5,5,1,0,1,1
31,1858,5,3,3,1,3,0,0,1,1
26,2615,3,5,1,2,5,1,1,1,0
42,426,3,5,4,2,4,0,1,1,0
22,481,5,4,4,3,2,0,0,0,0
53,427,3,3,4,4,1,1,0,0,0
40,460,2,5,5,4,4,0,1,1,0
11,101,3,2,2,1,3,1,0,0,0
53,819,1,2,2,3,1,0,0,1,0
22,359,4,3,3,4,3,1,0,0,0
28,3024,0,1,3,5,4,1,0,1,1
15,326,3,3,3,4,3,0,0,0,0
49,135,2,5,5,5,4,0,0,1,1
57,583,1,5,4,4,4,0,0,1,1
53,188,4,3,2,2,2,1,0,1,0
36,160,4,3,2,1,4,1,0,1,0
56,468,3,5,3,3,3,1,0,0,0
49,235,1,4,1,1,1,1,0,1,0
36,162,1,1,3,4,1,0,0,1,0
47,2504,2,5,4,4,3,1,0,1,1
57,1801,3,5,2,2,3,1,0,1,1
23,717,5,4,4,5,3,1,1,1,1
18,599,2,4,4,3,5,1,0,0,0
43,265,5,4,3,4,4,0,0,1,1
43,541,5,3,3,4,4,0,0,1,0
30,3980,1,3,3,4,1,0,0,1,1
25,1121,3,1,1,5,4,1,1,1,0
56,936,1,3,3,3,1,1,0,1,1
34,442,2,2,2,5,4,0,1,1,0
54,2217,5,4,3,3,4,1,0,1,1
20,235,2,4,4,4,3,0,0,1,0
15,209,2,3,4,2,2,1,0,0,0
49,280,2,5,4,4,2,1,0,1,1
25,1260,2,1,3,3,1,1,1,1,0
52,1549,1,4,5,5,4,1,0,1,1
39,395,2,4,4,3,1,0,0,1,1
28,680,2,5,5,4,2,1,0,1,1
24,277,4,2,2,2,3,0,1,1,0
36,239,3,4,3,2,1,0,1,1,0
26,337,3,3,3,5,1,1,1,1,0
27,436,1,5,4,5,5,0,1,1,0
16,1721,4,1,1,4,4,1,0,1,0
34,236,2,5,4,4,5,1,0,1,1
41,542,2,4,4,4,3,0,0,1,1
49,453,1,2,2,4,2,1,0,0,0
45,909,5,3,3,5,5,0,1,1,1
56,337,3,4,3,4,3,0,0,0,0
38,335,5,1,1,4,4,1,0,0,1
20,594,0,5,5,5,5,0,1,1,1
24,3675,2,3,3,4,4,1,0,1,0
50,689,0,1,3,4,1,0,0,1,0
33,157,4,4,1,2,3,1,0,1,0
49,1235,3,3,5,5,1,1,0,1,1
27,356,4,2,2,4,2,1,0,1,0
47,1072,2,2,5,5,2,0,1,1,0
38,266,3,2,2,3,3,1,1,1,0
31,2525,5,2,2,4,1,0,0,1,0
36,347,4,5,5,4,3,0,1,1,0
53,598,2,3,4,4,2,1,0,1,1
47,446,2,4,4,4,4,0,0,1,1
38,812,5,5,5,5,3,1,0,1,1
25,1605,1,1,2,3,3,0,1,1,0
25,127,2,3,3,5,5,1,1,1,0
28,1979,3,3,3,1,2,0,0,0,0
42,3593,2,5,5,5,2,1,0,1,1
27,143,3,3,3,1,4,1,1,1,0
70,862,3,4,4,4,5,1,0,0,0
51,687,3,4,4,4,5,1,0,1,1
33,2603,5,5,5,5,3,1,0,1,1
38,2640,2,5,4,3,5,1,1,1,0
44,3797,4,4,5,5,5,0,0,1,1
32,399,2,3,3,4,5,0,1,1,0
44,1587,4,4,5,5,3,0,0,0,0
48,944,2,3,3,5,4,0,0,0,0
47,554,3,3,3,3,4,1,0,1,1
39,2406,5,5,5,5,3,0,0,1,1
22,342,2,1,4,4,3,0,0,0,0
44,3031,3,3,5,5,3,0,0,1,1
57,686,1,4,4,4,3,0,0,1,1
48,581,2,5,3,3,4,1,0,0,0
13,261,0,3,3,3,4,1,0,0,0
59,1572,1,5,3,3,5,0,0,1,1
40,2688,3,1,1,3,2,1,1,1,0
28,309,4,1,1,4,3,0,1,1,0
23,926,2,5,4,2,4,0,0,1,1
36,846,1,5,5,1,1,1,0,0,0
9,135,3,4,4,2,3,1,0,0,0
25,646,2,4,4,4,2,1,1,1,0
26,577,2,4,5,4,5,1,1,1,0
44,406,5,3,3,5,5,0,0,0,0
68,2253,3,2,2,4,2,0,0,0,0
44,2937,0,4,1,1,5,1,0,1,1
23,277,3,4,4,4,2,0,1,1,0
34,1391,4,5,5,5,5,1,0,1,1
54,1624,2,4,4,4,3,1,0,1,1
42,3019,3,4,4,4,3,1,0,1,1
36,451,2,2,2,5,4,1,1,1,0
14,1558,3,4,4,5,3,1,0,1,1
30,1590,3,1,1,1,1,0,1,1,0
44,237,1,4,5,5,4,0,0,1,1
8,821,1,1,1,4,5,1,0,0,0
50,581,5,1,4,4,3,1,0,1,1
36,373,3,1,5,5,5,1,0,1,1
30,926,2,2,4,3,2,0,1,1,0
59,1585,4,4,4,4,5,1,0,1,1
7,583,2,3,3,3,4,1,0,0,0
26,1089,5,2,2,4,3,1,0,1,0
44,3346,2,5,5,5,3,0,0,1,1
42,825,2,4,4,5,4,0,0,0,0
35,151,3,1,4,5,3,0,0,0,0
56,1728,3,5,5,5,1,1,0,0,0
36,1509,1,4,2,2,1,1,0,1,0
31,368,4,3,3,4,2,1,0,0,1
35,794,1,3,1,2,4,0,1,1,0
32,3301,5,4,4,4,3,1,0,1,1
51,692,1,3,3,4,5,0,0,0,0
50,838,1,4,2,2,5,1,0,0,0
12,546,4,1,1,5,2,1,0,0,0
21,153,1,2,2,3,2,1,1,1,0
19,1400,4,2,2,3,4,0,0,1,0
22,853,3,4,4,5,3,1,0,0,0
49,290,4,5,5,5,4,1,1,1,1
22,651,4,2,2,5,3,1,1,1,1
51,525,3,4,4,2,3,1,1,1,0
37,828,1,5,4,4,3,0,0,0,0
55,788,2,4,5,4,4,1,0,0,0
55,409,3,5,4,4,5,1,0,1,1
46,102,4,4,4,4,2,0,0,1,1
41,372,4,4,4,4,4,0,0,1,1
23,3463,0,3,3,3,5,1,0,1,1
13,951,3,1,1,1,1,0,0,0,0
65,334,3,4,4,5,5,0,0,0,0
39,1091,4,2,1,1,1,0,0,0,0
29,1085,3,5,5,4,4,1,1,1,0
28,1575,1,2,2,4,2,1,0,1,0
23,2438,4,1,1,3,2,1,0,1,0
51,247,1,4,2,2,5,1,0,0,0
36,551,4,4,4,2,5,0,0,1,1
43,787,5,5,4,4,3,0,0,1,1
20,1091,1,2,3,4,1,0,0,1,0
59,1008,2,5,5,5,3,0,0,0,0
37,391,2,3,3,2,2,1,0,0,0
62,1695,2,4,5,5,5,1,0,1,1
30,2521,0,3,3,5,5,0,0,1,1
50,328,1,4,4,5,4,0,0,0,0
27,717,3,4,4,4,2,1,1,1,0
67,550,0,2,2,3,3,0,0,0,0
22,1027,5,4,4,1,3,1,1,1,1
41,190,4,2,2,5,5,1,0,0,0
60,250,3,4,5,5,3,1,0,0,0
41,236,2,3,1,1,2,1,0,1,0
25,3815,4,5,5,2,4,1,0,1,1
34,1644,0,2,5,5,5,1,0,1,1
56,3750,5,4,3,3,3,0,0,1,1
32,991,1,2,2,2,3,1,0,1,0
23,1754,4,4,3,4,4,1,0,0,0
51,2199,5,1,5,5,1,1,0,1,1
54,408,2,4,4,4,4,0,0,0,0
50,1558,1,5,4,4,5,0,0,1,1
43,1729,0,2,1,1,5,1,0,1,1
9,580,2,2,2,4,5,1,0,0,0
61,587,4,5,5,4,1,0,0,0,0
36,515,1,5,5,5,4,0,0,1,1
21,175,1,1,1,5,3,1,1,1,0
52,3096,4,5,4,4,5,1,0,1,1
51,2924,2,1,5,4,2,1,0,1,1
42,1689,4,4,4,4,5,1,0,1,1
26,125,4,1,1,4,5,0,1,1,1
36,1400,4,4,4,2,1,0,0,0,0
41,846,1,5,4,4,5,0,0,1,1
20,773,2,3,3,3,1,1,1,1,0
40,1630,2,3,2,2,3,1,0,1,0
36,1892,5,5,4,4,4,1,0,1,1
19,1235,2,3,4,2,1,0,1,1,0
25,1107,2,5,5,3,4,1,1,1,0
15,661,2,5,5,5,3,1,0,1,1
49,584,2,4,4,4,4,0,0,0,0
45,1546,1,5,5,5,2,1,0,1,1
21,605,2,5,5,3,3,0,1,1,0
28,3102,5,3,3,5,3,1,0,1,1
18,3581,2,5,5,2,3,0,0,1,1
36,110,3,2,2,3,1,1,0,0,0
44,273,2,5,5,4,3,0,1,1,0
22,255,0,5,5,4,3,1,1,1,1
24,364,5,4,4,5,3,1,1,1,1
55,349,0,4,1,1,3,1,0,1,1
59,2914,4,5,5,5,5,1,0,1,1
23,1919,3,1,1,4,3,0,0,0,0
23,354,2,5,5,4,4,1,1,1,0
59,1192,2,3,2,2,1,1,0,1,0
30,386,4,2,2,4,2,0,0,0,0
19,937,4,1,1,3,3,1,1,1,0
26,1021,0,5,3,4,3,0,1,1,1
56,3756,2,4,4,4,5,1,0,1,1
58,300,3,4,5,5,4,1,0,1,1
36,405,2,1,1,4,2,1,1,1,0
54,1665,0,5,1,1,4,1,0,1,1
21,1005,2,2,2,4,3,1,1,1,0
58,628,1,5,2,2,5,1,0,0,0
53,3852,5,3,2,1,4,0,0,1,0
68,1044,5,3,3,3,3,1,0,1,0
66,321,1,3,3,3,3,0,0,0,0
48,268,2,3,3,3,3,1,0,1,0
14,787,1,2,5,1,5,0,0,0,0
32,304,1,2,2,4,5,1,0,0,0
58,406,5,4,5,5,3,1,0,0,0
18,546,1,5,5,3,3,0,0,0,0
41,3455,2,5,5,5,4,0,0,1,1
44,3464,4,4,5,5,4,1,0,1,1
28,319,2,4,4,5,5,1,0,0,0
33,852,5,3,3,4,4,1,0,0,1
38,1592,0,4,4,4,5,1,0,0,0
12,296,3,4,4,4,2,1,0,0,0
56,2504,2,1,1,4,1,0,0,0,0
22,3685,3,4,4,5,3,1,0,1,1
22,239,5,4,4,4,4,0,1,1,1
39,1475,2,5,4,4,5,0,0,1,1
46,852,4,2,4,4,3,1,0,0,1
12,2807,3,4,4,5,4,0,0,1,1
50,1337,4,4,4,4,5,1,0,1,1
45,1014,2,2,5,5,1,1,0,1,1
44,441,1,3,3,3,2,1,0,1,0
23,1564,3,2,2,4,4,0,0,1,0
37,1590,2,1,1,3,4,0,0,0,0
58,190,2,5,3,3,4,1,0,0,0
45,626,3,1,1,5,3,1,1,1,0
32,1994,3,5,5,5,3,1,0,1,1
51,2475,4,5,4,4,4,1,0,1,1
19,3945,1,4,4,4,3,1,0,1,0
35,867,1,3,3,1,3,1,1,1,0
25,551,2,4,4,4,2,0,0,1,1
22,404,5,3,3,4,4,0,0,1,1
19,1371,3,2,2,5,4,1,0,0,0
64,825,3,5,4,4,5,0,0,0,0
36,598,3,3,3,4,3,0,1,1,0
50,3493,3,5,3,3,5,1,0,1,1
59,2000,4,4,5,5,5,0,0,1,1
25,383,1,3,3,3,4,0,1,1,0
47,280,5,4,4,4,3,0,0,1,1
20,746,1,5,5,3,3,1,0,0,0
50,1276,3,5,5,3,3,0,0,0,0
42,409,4,2,3,3,1,1,0,1,0
23,296,0,3,3,1,4,0,1,1,1
35,1242,1,5,5,5,3,0,0,1,1
36,1444,4,4,2,2,5,0,0,1,1
56,641,3,3,4,4,1,1,0,0,0
39,1235,2,3,1,4,5,0,1,1,0
41,1560,5,4,5,5,5,0,0,1,1
8,1249,2,2,2,4,3,1,0,0,0
45,328,3,5,1,1,5,1,0,0,0
40,391,4,4,4,4,5,0,0,1,1
38,2163,4,4,3,3,1,0,0,1,0
46,680,3,5,5,5,5,1,0,1,1
26,834,0,1,1,2,1,1,1,1,0
54,2677,5,1,4,3,1,1,0,1,0
63,478,5,3,1,1,4,1,0,1,0
42,3445,3,2,3,3,3,0,0,1,0
26,2631,3,4,4,3,3,0,0,1,1
43,489,2,2,2,3,5,0,0,1,1
25,1597,3,4,4,3,2,1,0,1,0
48,986,2,5,5,5,4,0,0,0,0
39,1440,5,3,1,4,4,1,1,1,1
49,2253,2,4,4,2,4,1,0,1,1
25,929,1,2,2,4,1,0,1,1,0
44,1810,5,4,2,2,4,0,0,1,1
54,409,1,5,1,3,3,1,0,0,0
37,347,5,2,5,5,3,0,0,1,1
44,101,1,5,5,2,3,0,0,1,1
25,1069,2,1,2,3,4,1,1,1,0
41,483,5,4,4,4,3,1,0,1,0
53,1416,5,4,4,4,4,0,0,1,0
56,3391,5,3,4,4,5,1,0,1,1
57,1521,3,4,2,2,3,0,0,1,1
31,228,4,1,2,5,5,1,0,0,0
56,408,3,1,3,3,4,1,0,1,1
33,1027,1,5,5,3,3,0,0,1,0
56,302,2,4,5,5,4,0,0,1,1
16,235,3,4,4,4,3,1,0,0,0
25,696,4,1,1,5,4,0,1,1,0
70,972,2,4,3,3,4,1,0,0,0
52,3252,2,4,3,3,3,1,0,1,1
50,235,2,3,4,4,1,0,0,1,0
49,862,1,4,5,5,4,0,0,1,1
38,416,2,3,3,3,2,1,0,0,0
69,1727,1,5,4,4,5,1,0,1,1
45,354,2,5,5,5,5,0,0,1,1
60,2919,5,2,4,4,5,0,0,1,1
27,1390,4,5,5,4,5,0,1,1,1
53,627,2,5,5,4,4,0,0,0,0
33,187,1,4,1,3,4,1,0,1,0
37,1389,3,5,5,5,5,1,1,1,0
40,259,2,2,2,5,4,0,1,1,0
24,407,5,2,2,4,3,1,1,1,1
33,239,3,2,2,4,4,1,0,0,0
38,148,2,2,2,5,3,0,1,1,0
56,853,4,5,5,4,3,0,0,0,1
65,632,1,3,1,1,4,1,0,0,0
39,1704,4,2,3,3,3,0,0,1,0
11,353,2,2,4,3,4,1,0,0,0
35,468,1,3,3,3,3,0,0,1,0
21,531,2,5,5,3,4,1,0,0,0
36,787,1,2,2,4,4,1,1,1,0
8,197,1,5,5,2,1,0,0,0,0
9,2586,1,1,1,2,3,1,0,0,0
23,1521,2,3,3,4,4,0,0,1,0
22,370,5,3,4,4,3,1,1,1,1
48,101,4,3,3,2,2,0,0,1,1
49,95,2,2,1,1,1,1,0,0,0
68,937,2,3,2,3,4,1,0,0,0
55,1340,1,4,4,4,2,0,0,0,1
39,829,4,5,5,4,4,0,0,0,0
39,290,2,3,3,3,3,0,0,1,0
19,480,3,5,5,4,3,0,1,1,0
25,1112,3,3,3,5,3,0,1,1,0
41,73,3,2,2,5,5,0,0,0,0
34,473,4,3,3,3,1,0,1,1,0
62,293,3,3,1,1,2,1,0,0,0
41,361,3,3,1,4,3,0,1,1,0
50,737,3,4,5,5,3,0,0,1,1
60,409,5,4,1,1,1,1,0,1,0
10,594,1,5,5,4,2,0,1,1,0
46,370,2,2,2,4,1,0,0,0,0
50,2577,1,4,5,5,3,0,0,1,1
37,102,3,4,4,3,2,1,0,1,1
41,184,3,3,5,4,2,0,0,1,1
60,157,3,2,2,2,2,0,0,1,1
18,264,4,2,2,3,4,1,0,0,0
36,1535,4,2,5,4,4,0,1,1,0
40,174,4,2,2,4,2,0,1,1,0
20,1367,4,4,4,3,3,0,1,1,0
17,692,3,5,5,4,3,1,1,1,0
65,1504,1,2,2,2,3,1,0,0,0
32,2625,4,3,3,2,1,0,0,1,0
48,719,3,1,1,5,3,1,1,1,0
16,2072,2,4,4,5,4,0,0,0,0
21,3365,0,5,5,4,2,1,0,0,1
52,767,1,4,4,4,3,1,0,0,0
37,796,4,5,5,4,4,1,1,1,1
60,794,4,2,3,3,3,1,0,1,1
54,522,2,2,2,4,3,0,0,0,0
34,325,5,1,1,5,5,0,0,0,1
23,3376,5,4,4,3,2,1,0,1,0
55,1618,5,5,5,5,3,1,0,1,1
56,675,2,2,2,5,5,0,0,0,0
56,1086,5,3,3,3,2,0,0,1,0
49,333,2,3,3,4,5,0,0,0,0
44,2683,5,5,4,4,4,1,0,1,1
9,2845,4,1,3,4,1,0,0,1,0
55,1947,5,4,4,4,4,0,0,1,1
40,109,3,3,4,5,2,1,0,0,0
8,1979,3,5,5,3,2,1,0,0,0
25,689,3,5,4,2,4,1,0,1,1
64,895,1,5,5,5,5,1,0,1,1
29,173,2,1,5,3,3,0,1,1,0
30,575,4,2,2,3,3,0,1,1,0
41,1562,4,4,3,4,4,1,0,1,1
50,356,3,1,1,4,5,0,0,0,0
42,1744,4,4,5,5,3,0,0,1,1
20,692,2,5,5,5,3,0,1,1,0
34,529,1,1,1,4,5,1,0,0,0
55,270,2,2,4,4,2,0,1,1,0
30,990,3,4,4,5,4,0,0,0,0
68,201,1,3,4,4,4,1,0,1,1
73,3096,4,5,4,4,5,1,0,1,1
48,419,2,3,3,3,2,0,0,0,0
40,1514,1,5,5,4,2,0,0,1,0
48,328,1,3,3,3,3,0,0,1,0
32,678,1,4,4,4,4,0,0,1,1
39,153,4,2,2,2,3,0,1,1,0
39,3752,4,4,4,5,5,0,0,1,1
52,328,1,4,4,5,5,0,0,0,0
23,2557,3,4,5,4,4,0,0,1,1
55,1121,2,4,4,4,5,0,0,0,0
7,647,2,2,2,5,2,1,0,0,0
45,2486,1,4,2,2,5,1,0,1,1
33,802,2,2,2,3,4,1,0,0,0
22,1986,2,5,5,4,3,0,0,1,1
32,326,4,2,2,4,3,0,1,1,0
37,361,5,3,3,5,3,0,1,1,1
66,277,0,5,5,4,2,0,0,0,1
27,956,4,3,3,3,1,0,1,1,0
70,1020,1,4,4,5,5,0,0,0,0
70,541,3,2,2,4,5,0,0,0,0
52,1201,4,5,4,4,3,1,0,1,1
41,416,3,1,1,2,4,1,0,1,0
9,834,5,3,3,4,5,0,0,0,1
25,228,4,1,1,1,3,0,0,1,0
36,370,5,4,4,3,3,1,0,1,1
23,3285,1,5,5,4,5,0,0,1,1
10,327,2,4,4,4,3,1,0,0,0
49,2057,0,3,5,5,2,1,0,1,1
33,2248,1,2,2,4,5,0,0,0,0
41,896,2,2,2,4,4,1,0,1,0
38,589,2,4,4,2,2,1,0,0,0
30,220,1,3,3,3,2,0,1,1,0
76,557,3,2,2,3,4,0,0,1,0
57,402,5,5,5,5,3,1,0,1,1
55,345,3,4,4,4,4,1,0,1,1
45,1488,5,5,5,5,4,1,0,1,1
26,255,0,4,4,3,3,0,0,0,0
62,343,3,5,1,1,4,1,0,0,0
31,2478,3,4,5,1,3,0,0,1,1
41,153,3,4,4,5,4,1,0,0,0
12,957,3,4,4,3,1,0,1,1,0
35,862,4,5,5,4,4,1,0,0,0
56,399,5,2,2,4,3,0,0,0,0
42,293,1,5,2,2,5,1,0,0,0
50,134,2,1,5,5,4,1,0,1,1
37,531,5,5,5,5,5,0,0,1,1
28,1909,2,4,4,5,2,1,0,1,1
60,1199,2,4,4,3,3,0,0,1,0
22,944,3,1,3,4,1,1,1,1,0
18,2454,3,4,5,5,4,0,0,0,0
46,728,3,4,4,4,3,0,0,1,1
29,589,5,4,4,2,2,1,0,1,1
69,132,4,3,3,3,4,1,0,1,0
30,1589,2,4,4,4,5,0,0,1,1
51,1947,2,1,1,1,1,1,0,1,0
22,803,5,5,5,1,2,1,0,1,1
22,599,4,4,4,5,4,1,1,1,1
48,414,2,1,5,3,3,1,0,0,0
53,1464,1,4,3,4,4,1,0,1,1
55,500,5,3,1,1,4,0,0,1,0
46,594,5,3,3,3,2,1,0,1,0
56,308,4,2,1,1,2,1,0,0,0
14,757,3,3,5,4,3,0,0,0,0
28,834,2,2,2,2,3,0,0,1,0
68,1197,2,4,5,5,5,0,0,1,1
22,3408,1,5,5,5,4,1,0,1,1
55,1411,4,2,2,2,4,0,0,0,1
13,1097,1,5,5,5,4,1,1,1,0
47,809,2,5,5,5,4,1,0,1,1
58,337,4,2,1,1,3,1,0,1,0
45,895,1,1,4,4,5,1,0,0,0
23,230,4,4,4,1,3,0,1,1,0
18,1069,1,3,3,5,5,1,0,0,0
68,888,1,5,1,1,4,1,0,0,0
46,2912,3,5,3,3,3,0,0,1,1
59,1089,2,1,1,2,5,0,0,0,0
18,157,1,4,4,4,2,0,1,1,0
27,844,1,4,2,2,4,0,1,1,0
35,1855,3,2,2,4,3,1,1,1,0
61,331,3,4,3,3,4,1,0,1,0
10,495,3,5,5,5,5,0,0,1,1
16,303,1,5,4,4,3,1,0,0,0
20,414,2,1,1,3,1,1,0,0,0
28,752,4,2,5,5,5,0,0,0,0
57,551,1,5,5,5,1,1,0,1,1
22,347,2,5,5,4,1,1,1,1,0
60,303,3,3,3,4,1,0,0,1,0
40,370,1,4,5,5,5,0,0,1,1
28,306,5,4,4,5,3,0,1,1,1
36,143,1,1,1,5,4,0,1,0,0
44,101,4,2,5,5,3,1,0,1,1
46,1546,1,4,5,4,5,0,0,0,0
35,2416,0,5,3,4,3,1,0,1,1
13,270,0,1,1,5,5,0,0,0,1
43,3306,5,4,3,3,5,1,0,1,1
18,2454,2,2,3,4,2,1,0,0,0
35,140,1,4,3,4,4,1,0,1,1
44,983,4,4,1,1,3,1,0,0,0
43,2328,5,4,5,5,3,1,0,1,1
36,1860,1,1,4,4,5,1,0,1,1
59,954,4,3,1,1,2,1,0,1,0
35,929,4,1,1,4,5,0,1,1,0
25,1127,0,5,4,4,4,1,1,1,1
28,1072,1,5,5,2,3,1,0,0,0
39,2796,5,5,3,3,5,0,0,1,1
53,967,4,5,5,5,4,1,0,1,1
12,1558,5,3,2,4,1,0,0,1,0
20,2565,1,5,4,5,5,0,0,1,1
40,1639,5,4,4,4,3,0,0,1,1
22,738,5,3,3,5,5,1,0,0,1
19,680,2,3,2,5,4,1,0,0,0
23,2454,3,5,5,3,5,1,0,1,1
29,1045,4,2,2,4,2,1,1,1,0
36,1950,2,4,4,4,1,0,0,1,1
49,1937,3,5,5,5,3,1,0,1,1
45,2586,2,4,1,1,2,1,0,0,0
27,1087,2,3,3,3,1,1,0,1,0
40,370,1,2,2,3,3,0,1,1,0
60,265,4,1,3,3,1,1,0,1,1
43,1609,3,5,5,3,4,1,1,1,0
72,1129,1,1,1,4,2,0,0,1,0
36,1660,1,3,3,3,3,0,0,1,0
20,290,0,3,3,3,4,0,0,1,1
50,852,1,5,3,4,5,1,0,0,0
51,431,1,5,2,2,3,1,0,1,1
40,159,3,4,3,1,4,1,0,1,0
37,223,5,5,5,4,4,1,0,1,1
77,3516,4,5,4,4,3,1,0,1,1
44,627,1,2,2,3,4,0,1,1,0
34,282,3,5,5,2,5,1,0,0,0
46,867,3,1,1,5,5,0,0,0,0
17,1184,2,3,3,5,4,0,0,0,0
55,226,2,5,5,5,3,1,0,1,1
67,1919,0,5,1,1,5,1,0,0,0
51,1814,2,4,3,3,2,0,0,0,0
41,2797,4,5,4,4,5,1,0,1,1
21,733,2,2,2,3,3,1,1,1,0
60,564,4,5,4,4,4,1,0,1,1
63,872,3,4,3,3,3,1,0,0,0
39,2475,3,1,1,3,1,1,0,0,0
64,3888,4,3,3,3,4,0,0,1,0
51,3948,3,4,5,5,5,0,0,1,1
11,946,1,1,1,4,5,1,0,0,0
16,300,2,1,4,4,3,1,0,0,0
9,666,2,4,4,2,3,0,0,0,0
47,853,3,4,1,1,2,0,0,1,0
34,135,5,3,3,2,4,1,0,1,0
59,1119,3,4,4,1,2,0,0,1,1
39,3409,0,5,1,1,4,1,0,1,1
33,913,3,5,5,4,3,0,0,0,0
47,473,2,3,4,4,5,0,0,1,1
27,501,5,1,1,1,1,0,0,0,1
41,3832,1,5,4,4,4,0,0,1,1
52,448,2,1,3,5,1,1,0,0,0
58,1199,4,3,4,3,1,0,0,0,1
13,224,2,3,2,5,5,0,0,0,0
37,508,4,4,4,4,3,1,0,0,0
42,1814,1,2,2,2,4,0,0,1,0
75,2706,4,2,1,1,4,1,0,1,0
24,580,4,2,2,3,5,0,0,0,1
64,1701,1,4,2,2,4,0,0,1,0
28,1096,5,4,4,4,2,1,0,1,0
9,545,2,1,1,3,1,0,0,0,0
46,813,2,5,3,3,4,0,0,1,1
45,919,4,3,3,3,4,1,0,1,1
39,3570,0,4,2,5,5,0,0,1,1
33,570,1,3,3,3,3,0,0,0,0
40,1008,2,3,3,4,1,1,0,1,1
28,604,3,1,1,4,2,0,0,0,0
56,3662,2,4,4,4,5,1,0,1,1
34,1024,2,4,4,4,3,1,1,1,0
57,1810,4,5,5,5,4,0,0,1,1
43,3817,4,4,4,4,3,0,0,1,1
55,980,4,4,3,3,3,1,0,1,1
25,591,1,2,2,5,3,0,0,0,0
45,542,4,1,1,5,5,0,0,0,0
44,391,1,2,4,4,4,1,0,1,1
41,1073,4,5,2,2,3,0,0,1,1
52,1325,2,5,2,2,5,1,0,1,1
67,2239,3,5,3,2,1,0,0,0,0
21,604,4,2,2,4,1,1,0,0,0
55,309,2,3,3,3,1,1,0,0,0
42,139,1,5,3,3,4,1,0,0,0
46,2372,4,4,3,3,4,1,0,1,1
57,483,3,2,3,2,1,0,0,0,1
29,773,2,2,2,4,3,1,0,1,0
42,1607,2,3,3,3,1,1,0,1,0
38,164,2,5,5,4,4,0,0,0,0
23,266,3,2,4,3,2,0,1,1,0
25,2504,1,1,4,2,3,1,1,1,0
33,907,2,5,1,1,4,1,0,0,0
52,201,5,3,3,3,2,1,0,1,0
59,3390,4,4,5,5,4,0,0,1,1
13,483,3,1,1,4,5,1,0,0,0
28,2717,4,5,5,3,5,0,0,1,1
38,362,5,4,4,4,3,0,0,1,0
39,102,3,5,5,1,4,0,0,1,1
49,1533,2,5,5,5,5,0,0,1,1
36,115,2,3,3,4,3,0,0,1,0
19,3870,5,4,4,4,4,1,0,1,1
39,147,1,2,1,3,3,0,0,0,0
35,321,2,5,5,5,5,1,0,1,1
9,1046,4,2,2,5,3,1,0,0,0
75,371,2,3,3,4,4,0,0,1,0
38,696,1,2,2,4,3,1,1,1,0
39,2018,3,2,2,1,3,1,0,1,0
26,102,0,4,4,5,5,0,1,1,1
22,236,1,4,4,2,4,0,1,1,0
